1,NEOP VIDEO NEW,1
2,Pembelajaran 5R,1
3,Safety Security NEOP,1
4,NEOP POST TEST,1
5,Digital Awareness NEOP General Video,3
6,Digital Awareness NEOP Post Test,3
7,PERATURAN PERUSAHAAN,2
8,GROOMING,2
9,POST TEST PERATURAN PERUSAHAAN DAN GROOMING,2
10,Video Digital Awareness Series 2,4
11,Post Test Digital Awareness Series 2,4
12,Buku Saku,5
13,Post Test Safety Security 2018,5
14,TRUST IS THE GLUE OF LIFE,6
15,MINDFULNESS IS THE FOUNDATION OF OUR ACTION,6
16,INNOVATION IS THE KEY TO OUR SUCCESS,6
17,STRIVE TO BE THE BEST,6
18,INTERCONNECTEDNESS IS A UNIVERSAL WAY OF LIFE,6
19,POST TEST PANCA SRADHA,6
20,Etika Bisnis PDF,7
21,Post Test Etika Bisnis,7
22,NEOP IT Security 2020 Video Part 1,8
23,Video IT Security 2021,9
24,Post Test IT Security 2021,9
25,Video IT Update OS dan Apps,10
26,Post Test IT Update OS dan Apps,10
27,NEOP VIDEO WAREHOUSE,11
28,PEMBELAJARAN 5R WAREHOUSE,11
29,VIDEO MSBW REFRESHMENT PART 1,12
30,VIDEO MSBW REFRESHMENT PART 2,12
31,5R MSBW_REFRESHMENT COURSE 2,13
32,CCP MSBW_REFRESHMENT COURSE 2,13
33,MIN MAX MSBW_REFRESHMENT COURSE 2,13
34,OCCUPANCY MSBW_REFRESHMENT COURSE 2,13
35,SUHU DAN TEMPERATUR MSBW_REFRESHMENT COURSE 2,13
36,VIDEO RECEIVING PUT AWAY (REGULER) MSBW_REFRESHMENT COURSE 3,14
37,VIDEO RECEIVING - RETUR MSBW_REFRESHMENT COURSE 4,15
38,VIDEO PICKING MSBW_REFRESHMENT COURSE 5,16
39,DIGITAL AWARENESS VIDEO,18
40,VIDEO DIGITAL AWARENESS SERIES 2,19
41,TRUST IS THE GLUE OF LIFE,21
42,MINDFULNESS IS THE FOUNDATION OF OUR ACTION,21
43,INNOVATION IS THE KEY TO OUR SUCCESS,21
44,STRIVE TO BE THE BEST,21
45,INTERCONNECTEDNESS IS A UNIVERSAL WAY OF LIFE,21
46,ETIKA BISNIS PDF,22
47,VIDEO NEOP TRANSPORTATION,23
48,PEMBELAJARAN 5R,23
49,SAFETY SECURITY NEOP,23
50,DIGITAL AWARENESS NEOP TRANSPORTATION,25
51,VIDEO DIGITAL AWARENESS SERIES 2,26
52,TRUST IS THE GLUE OF LIFE,28
53,MINDFULNESS IS THE FOUNDATION OF OUR ACTION,28
54,INNOVATION IS THE KEY TO OUR SUCCESS,28
55,STRIVE TO BE THE BEST,28
56, INTERCONNECTEDNESS IS A UNIVERSAL WAY OF LIFE,28
57,ETIKA BISNIS PDF,29
58,PENDAHULUAN,30
59,BAB 1 & 2,30
60,BAB 2,30
61,BAB 3,30
62,BAB 4,30
63,BAB 5,30
64,BAB 6,30
65,BAB 7,30
66,BAB 8,30
67,BAB 9,30
68,BAB 11,30
69,VIDEO CDAKB 2020 PART1,31
70,VIDEO CDAKB 2020 PART2,31
71,VIDEO CDAKB 2020 PART3,31
72,VIDEO SERTIFIKASI HALAL,32
73,MATERI SERTIFIKASI HALAL,32
74,PDF SAFETY SECURITY 2019 (START HALAMAN 31 S/D SELESAI),33
75,VIDEO IT SECURITY 2021,34
76,WAREHOUSE 5R,35
77,WAREHOUSE CCP,35
78,WAREHOUSE MIN MAX,35
79,WAREHOUSE OCCUPANCY,35
80,WAREHOUSE SUHU DAN TEMPERATUR,35
81,TRANSPORTATION 5R,37
82,TRANSPORTATION CCP,37
83,TRANSPORTATION OCCUPANCY,37
84,TRANSPORTATION RAYONISASI ZONA,37
85,TRANSPORTATION TRACKING,37
86,NEW MINDSET SALESMANSHIP PART 1,38
87,NEW MINDSET SALESMANSHIP PART 2,38
88,VIDEO OPERATIONAL EXCELLENCE,39
89,LEADERSHIP VIDEO PART 1,40
90,LEADERSHIP VIDEO PART 2,40
91,VIDEO COMMUNICATION AND HUMAN RELATION PART 1,41
92,BEP VIDEO,42
93,INNO TALK VIDEO,43
94,VIDEO ETIKA BISNIS : HAK KEWAJIBAN BERPOLITIK,44
95,POST TEST SAFETY SECURITY NEOP WAREHOUSE,11
96,POST TEST MSBW REFRESHMENT COURSE 1,12
97,PERATURAN PERUSAHAAN,17
98,GROOMING,17
99,POST TEST PERATURAN PERUSAHAAN DAN GROOMING,17
100,DIGITAL AWARENESS POST TEST,18
101,POST TEST DIGITAL AWARENESS SERIES 2,19
102,BUKU SAKU,20
103,POST TEST SAFETY SECURITY 2018,20
104,POST TEST PANCA SRADHA,21
105,POST TEST ETIKA BISNIS,22
106,NEOP TRANSPORTATION POST TEST,23
107,PERATURAN PERUSAHAAN,24
108,GROOMING,24
109, POST TEST PERATURAN PERUSAHAAN DAN GROOMING,24
110,DIGITAL AWARENESS NEOP POST TEST,25
111,POST TEST DIGITAL AWARENESS SERIES 2,26
112,POST TEST PANCA SRADHA,28
113,POST TEST ETIKA BISNIS,29
114,POST TEST CDOB 2020,30
115,POST TEST CDAKB 2020,31
116,POST TEST SERTIFIKASI HALAL,32
117,POST TEST SAFETY SECURITY 2019,33
118,POST TEST IT SECURITY 2021,34
119,POST TEST E-WAREHOUSE,36
120,POST TEST SALESMANSHIP,38
121,POST TEST COMMUNICATION AND HUMAN RELATION PART 1,41
122,BEP POST TEST,42
123,INNO TALK POST TEST,43
124,POST TEST ETIKA BISNIS 2022,44
125,Video Etika Bisnis : Pelanggaran,45
126,Post Test Pelanggaran Etika Bisnis,45
158,Post Test IK-RDC-TRP-004 Loading R15,66
157,Post Test IT Security Email Phishing,67
156,Video IT Security Email Phishing,67
132,Video BEP Episode 2,49
133,POST TEST BEP Episode 2,49
155,IK-RDC-TRP-004 LOADING R15 ( SPV WAREHOUSE & SPV TRANSPORTASI & KOORDINATOR WHS & TRP ),66
147,IK-QHS-MR-030 Kualifikasi Mesin dan Peralatan,62
148,IK-QHS-MR-020 Validasi Pengiriman Cold Chain Product (CCP)  R1 ,63
149,Post Test IK-QHS-MR-020,63
150,Post Test IK-QHS-MR-030,62
151,IK-OPR-WHS-017 Penanganan Produk Khusus (Psikotropika & Bahan Berbahaya dll) R5,64
152,IK-OPR-WHS-044 Petunjuk Pengoperasian Dan Pemeliharaan Container Chiller R1,65
153,POST TEST IK-OPR-WHS-017,64
154,POST TEST IK-OPR-WHS-044,65
159,QHS-SOP-QHS-MR-092 Surat Pesanan Elektronik (E-SP) Cabang ke DC ( APJ & PJT EPM & DC ),68
160,Post Test QHS-SOP-QHS-MR-092,68
161,QHS-SOP-QHS-MR-041  Prosedur Penarikan Produk ( Recal ) R3,69
162,QHS-IK-QHS-MR-035 Pelaporan Produk Ke Badan Regulasi R1,70
163,Video Penangan Produk Sitostatika,71
164,SOP-OPR-WHS-003 Prosedur Penerimaan Retur Dari Pelanggan R19,72
165,Post Test QHS-SOP-QHS-MR-041,69
166,Post Test QHS-IK-QHS-MR-035 ,70
167,Post Test SOP-OPR-WHS-003,72
168,OPR-WHS-SOP-OPR-WHS-016 Stock Opname Persediaan Produk R9,74
169,Post Test OPR-WHS-SOP-OPR-WHS-016,74
170,Video E-court,75
171,Post Test E-court,75
172,IK-QHS-MR-023 Kualifikasi Pemasok R5 Hanya Untuk ( SM & ABM & APJ & PJT & KSA & SEKRE ),77
173,Post Test IK-QHS-MR-023,77
174,SOP-QHS-MR-075 Prosedur Pemusnahan Produk R3,78
175,Post Test QHS-SOP-QHS-MR-075,78
176,Post Test Penangan Produk Sitostatika,71
177,Modul Pembayaran,79
178,Modul Fixed Assets,79
179,Modul Pembelian,79
180,QHS-SOP-QHS-MR-004 SOP Pengendalian Dokumen Internal R8,80
181,Post Test QHS-SOP-QHS-MR-004,80
182,SOP-QHS-MR-064 Prosedur Penanganan Produk Kesehatan Melalui Mekanisme Jalur Khusus R2,81
183,Post Test QHS-SOP-QHS-MR-064,81
186,Post Test QHS-IK-QHS-MR-001,82
187,IK-QHS-MR-036 Desain Bangunan Dan Peralatan R1,83
185,QHS-IK-QHS-MR-001 IK TATA CARA PEMBUATAN & PERUBAHAN & PENGESAHAN & PENOMORAN DOKUMEN SOP & IK DAN FORM R17,82
188,Video Modul Fatigue,84
189,Post Test Modul Fatigue,84
190,QHS-IK-QHS-MR-021 Pemetaan Atau Mapping Suhu Fasilitas Gudang R4,85
191,QHS-SOP-QHS-MR-074 Penyiapan Dan Pengemasan produk Below 25 R1,86
192,SOP-RDC-TRP-001 Prosedur Pengiriman Reguler R7,87
193,IK-QHS-MR-034 Pemeriksaan Rutin Kendaraan Internal R1,88
194,Post Test QHS-IK-QHS-MR-021,85
195,Post Test QHS-SOP-QHS-MR-074,86
196,Video Storytelling With Data 1,89
197,Video Storytelling With Data 2,89
198,Video Storytelling With Data 3,89
199,Video Storytelling With Data 4,89
226,SOP-FA-AKS-040 Penjualan Asset Perusahaan ( Tanah Dan Bangunan ),90
201,SOP-FA-AKS-026 Fixed Asset Management R3,91
202,SOP-FA-AKS-025 Labelling Asset R3,92
203,SOP-QHS-MR-015 Prosedur Pelaporan Investigasi Dan Kecelakaan R5,93
223,SOP-QHS-MR-017 Kesiagaan & Tanggap Darurat R7,114
205,SOP-QHS-MR-026 Prosedur PEngendalian Ketinggian R5,95
206,IK-QHS-MR-006 Penanggulangan Tumpahan Bahan Kimia R3,96
207,IK-QHS-MR-008 Mengangkat Secara Manual R3,97
208,Post Test Storytelling With Data,89
209,IK-RDC-WHS-008 Penyiapan Produk Direct ( Picking Direct ) R2,98
210,IK-RDC-WHS-009 Penguncian Pintu Dock Receiving R2,99
211,IK-RDC-WHS-014 Tranfer Barang (Handheld ) R2,100
212,IK-RDC-WHS-015 Pack LPN R2,101
213,IK-RDC-WHS-016 Unpack LPN R2,102
214,IK-RDC-WHS-017 Split LPN R2,103
215,IK-RDC-WHS-018 Melihat Data Stock ( Handheld ) R2,104
216,IK-RDC-WHS-020 Penyiapan Produk Singgle Inventory ( Move Order ) R2,106
217,IK-RDC-WHS-026 Fisik Masuk Gudang ( Tranfer Dari Retur ) R2,107
218,IK-RDC-WHS-035 Penyiapan Barang Reguler Dan Single Inventory Secara Manual Karena Sistem Down R2,108
219,IK-RDC-WHS-047 Pencetakan Label LPN R2,109
220,IK-RDC-WHS-043 Pemeriksaan Receiver Dengan SJ-SP-DO-Packing List-Invoice R2,110
221,IK-RDC-WHS-054 Pencetakan Ulang Receiver R2,111
222,IK-RDC-WHS-059 Repacking Produk R2,112
224,SOP-QHS-MR-003 Pengendalian Dokumen (Internal & Eksternal & Catatan),115
225,Post Test QHS-SOP-QHS-MR-003,115
227,SLS-SOP-DIR-SLS-009 Taking Order R2,116
228,Post Test SLS-SOP-DIR-SLS-009,116
229,SOP-GA-PL-003 Perawatan Kendaraan Operasional Kantor,117
300,IK-QHS-MR-020 Validasi Pengiriman R3,172
231,SOP-GA-PL-005 Prosedur Sewa Mesin Fotocopy,119
232,SOP-GA-PL-006 Prosedur Petugas Kebersihan ( Cleaning Service ),120
233,SOP-GA-PL-007 Prosedur Pengiriman Barang & Dokument Rahasia Atau Penting,121
234,SOP-GA-PL-008 Monitoring Fungsi CCTV,122
235,SOP-GA-PL-009 Prosedur Pengembangan kopetensi satpam,123
236,SOP-GA-PL-010 Prosedur Pemeriksaan Karyawan & Tamu,124
237,SOP-GA-PL-012 Penanganan Ancaman Bom,125
238,SOP-GA-PL-013 Prosedur Penanganan Limbah B3 Di TPS B3,126
239,SOP-GA-PL-014 Prosedur Penanganan Medis Bagi Karyawan Di Lingkungan Kerja,127
240,SOP-QHS-MR-019 Prosedur Alat Pemadam Api Ringan ( APAR ) R6,128
241,IK-RDC-WHS-004 Penerimaan Barang R15,129
242,IK-RDC-WHS-010 Penyimpanan  R8,130
243,IK-HRD-TRG-001 Ik Pelaksanaan Training R6,131
246,SOP-GA-PL-011 Prosedur Penanganan Demo Dan Huru Hara,132
245,IK-OPR-WHS-022 Pengeluaran Barang Menggunakan Delivery Order Manual R7,133
247,IK-QHS-WHS-001 Penerimaan Pengeluaran Dan Obname Pallet,134
248,IK-RDC-WHS-048 Pelaksanaan Stock Opname R2,135
249,SOP-OPR-WHS-006 Klaim Ke Ekspeditur R6,136
250,Leadership Post Test,40
251,Video BEP Episode 3,137
252,POST TEST BEP Episode 3,137
253,SOP-OPR-APJ-001 Monitoring kalibrasi Thermometer R3,139
254,IK-OPR-WHS-044 Petunjuk Pengoperasian Dan Pemeliharaan Container Chiller R3,140
255,SOP-QHS-MR-006 Manajemen Tindakan Koreksi Dan Pencegahan R10,141
256,SOP-QHS-MR-057 Pengoperasian Dan Perawatan Showcase Atau Container Chiller R1,142
257,IK-QHS-MR-049 Program Pelatihan Karyawan R4,143
258,Post Test IK-QHS-MR-049,143
259,IK-RDC-GA-044 Proses Permintaan Perbaikan Melalui SPK Online,144
260,Video General IT Security Awareness,145
261,Post Test GENERAL IT SECURITY AWARENESS,145
262,Video Cara Penggunaan APAR,146
263,Post Test Cara Penggunaan APAR,146
264,Video Safety Security K3,147
265,Post Test Safety Security K3,147
266,IK-QHS-MR-022 Pemeriksaan Kesehatan Karyawan R3,148
267,IK-QHS-MR-027 Tata Cara Akses Masuk Keluar Gudang Coldroom Container Chiller R2,149
268,IK-QHS-MR-028 Pembersihan Gudang DAn Sarana Penunjang Di gudang R3,150
269,IK-QHS-MR-055 Kalibrasi Alat Ukur,151
270,IK-RDC-GA-010 Pengoperasian Rolling Door R2,152
271,IK-RDC-GA-012 Pengoperasian Dan Perawatan Dock Leveller R1,153
272,IK-RDC-TRP-029 Pengiriman Barang R10,154
273,IK-RDC-WHS-004 Penerimaan Barang R16,155
274,IK-RDC-WHS-010 Penyimpanan R9,156
275,IK-RDC-WHS-027 Relabelling - Stickering Produk R1,157
276,SOP-RDC-QS-001 Pengelolaan Limbah B3 & Non B3 R5,158
277,SOP-QHS-MR-002 Manajemen Audit R15,159
278,SOP-QHS-MR-018 Prosedur Alat Pelindung Diri R9,160
279,SOP-QHS-MR-030 Prosedur Penanganan Tumpahan Produk Golongan Sitostatika R5,161
280,SOP-QHS-MR-035 Prosedur Personal Hygiene Dan Sanitasi R5,162
281,SOP-QHS-MR-036 Prosedur Pest Control R7,163
282,SOP-QHS-MR-045 Pemantauan Suhu Penyimpanan R6,164
283,SOP-QHS-MR-050 Penanganan Produk Psikotropika R5,165
284,SOP-QHS-MR-060 Kalibrasi Alat Ukur R4,166
285,Post Test SOP-QHS-MR-035,162
286,Post Test SOP-QHS-MR-002,159
287,Post Test IK-QHS-MR-055,151
288,Post Test SOP-QHS-MR-050,165
289,Post Test IK-QHS-MR-028,150
290,Post Test SOP-QHS-MR-045,164
293,IK-QHS-MR-001 R18,168
292,Post Test IK-QHS-MR-001 R18,168
294,IK-OPR-TRP-011 R10,169
295,IK-QHS-MR-041 Tata Cara Penanganan Dokumen Regulatory R1,170
296,IK-RDC-TRP-023 R23,171
297,Post Test IK-QHS-MR-041 Tata Cara Penanganan Dokumen Regulatory R1,170
298,Post Test IK-OPR-TRP-011 Pengiriman Produk Rantai Dingain Produk Obat Dan Alat Kesehatan R10,169
299,SOP-GA-PL-004 Prosedur Pemeliharaan & Perbaikan Gudang R1,118
301,SOP-HRD-CD-001 Sop-Promosi & Mutasi & Demosi Karyawan ,173
302,SOP-OPR-WHS-003 PROSEDUR PENERIMAAN RETUR PRODUK DARI PELANGGAN R20,174
303,SOP-CHB-SM2-002 Spreading R6,175
304,SOP-CHB-SM2-005 Trade Promo Development R5,176
305,SOP-CHB-SM2-007 Pesanan Tambahan R6,177
306,SOP-QHS-MR-059  R2,178
307,IK-OPR-APJ-014 ,179
308,SOP-QHS-MR-062 R2,180
309,SOP-QHS-MR-076 R1,181
310,SOP-QHS-MR-014 R4,182
311,SOP-QHS-MR-010  R10,183
312,SOP-QHS-MR-068 R1,184
313,SOP-QHS-MR-058  R1,185
314,Post Test SOP-QHS-MR-059 ,178
315,Post Test SOP-QHS-MR-058 R1,185
316,SOP-QHS-MR-001 R7,186
317,IK-RDC-PPS-001 R4,187
318,SOP-QHS-MR-063 SOP R2,188
319,SOP-QHS-MR-009 R2,189
320,Video BEP 4,190
321,Post Test BEP 4,190
325,IK-PST-IA-010 R1,192
324,SOP-PST-IA-010 R1,191
326,IK-PST-IA-013 R1,193
327,IK-SM-CHB-001 R4,194
328,IK-SM-CHB-002 R4,195
329,IK-SM-CHB-010 R4,196
330,IK-SM-CHB-012 R4,197
